<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
MTSS,D,20160616,000000,256.0000000,2894910
MTSS,D,20160617,000000,253.3000000,1670910
MTSS,D,20160620,000000,262.2000000,2546330
MTSS,D,20160621,000000,255.1000000,3805860
MTSS,D,20160622,000000,253.0000000,2138390
MTSS,D,20160623,000000,249.9000000,5937750
MTSS,D,20160624,000000,238.1500000,5357660
MTSS,D,20160627,000000,234.5000000,3794880
MTSS,D,20160628,000000,240.8000000,3004980
MTSS,D,20160629,000000,243.5000000,2908830
MTSS,D,20160630,000000,243.0500000,1608640
MTSS,D,20160701,000000,245.0500000,2679710
MTSS,D,20160704,000000,235.4500000,2542570
MTSS,D,20160705,000000,235.1500000,1920510
MTSS,D,20160706,000000,235.2000000,962470
MTSS,D,20160707,000000,231.5000000,5118070
MTSS,D,20160708,000000,232.0000000,2677580
MTSS,D,20160711,000000,238.2000000,3179820
MTSS,D,20160712,000000,238.0500000,2083450
MTSS,D,20160713,000000,235.8500000,1113510
MTSS,D,20160714,000000,232.5000000,2365130
MTSS,D,20160715,000000,235.2000000,1726030
MTSS,D,20160718,000000,236.9000000,1053800
MTSS,D,20160719,000000,235.3500000,2936350
MTSS,D,20160720,000000,239.5000000,1367100
MTSS,D,20160721,000000,244.3000000,2462570
MTSS,D,20160722,000000,243.9000000,2552010
MTSS,D,20160725,000000,245.2000000,1811870
MTSS,D,20160726,000000,248.8000000,1769990
MTSS,D,20160727,000000,249.3500000,2256360
MTSS,D,20160728,000000,251.8000000,2141350
MTSS,D,20160729,000000,252.0000000,1764530
MTSS,D,20160801,000000,250.9500000,1851660
MTSS,D,20160802,000000,248.0000000,1775910
MTSS,D,20160803,000000,246.0000000,1525670
MTSS,D,20160804,000000,248.6000000,2136350
MTSS,D,20160805,000000,247.2000000,1118220
MTSS,D,20160808,000000,250.9000000,1576760
MTSS,D,20160809,000000,252.4000000,1531120
MTSS,D,20160810,000000,250.0000000,1396490
MTSS,D,20160811,000000,250.5000000,1364060
MTSS,D,20160812,000000,251.8000000,1792560
MTSS,D,20160815,000000,249.8500000,1122950
MTSS,D,20160816,000000,251.9000000,947230
MTSS,D,20160817,000000,247.5500000,1247090
MTSS,D,20160818,000000,240.0000000,5157050
MTSS,D,20160819,000000,236.6500000,2183870
MTSS,D,20160822,000000,237.1000000,1660020
MTSS,D,20160823,000000,237.3500000,1648420
MTSS,D,20160824,000000,235.2500000,1703600
MTSS,D,20160825,000000,237.5000000,1629830
MTSS,D,20160826,000000,237.2000000,1752100
MTSS,D,20160829,000000,236.0500000,1318590
MTSS,D,20160830,000000,240.7500000,2348480
MTSS,D,20160831,000000,239.1000000,3294570
MTSS,D,20160901,000000,237.0000000,2283070
MTSS,D,20160902,000000,239.5000000,1444820
MTSS,D,20160905,000000,238.8500000,746190
MTSS,D,20160906,000000,239.9000000,1377540
MTSS,D,20160907,000000,244.6000000,5408820
MTSS,D,20160908,000000,246.3500000,2097940
MTSS,D,20160909,000000,243.8500000,1527280
MTSS,D,20160912,000000,240.7000000,1582730
MTSS,D,20160913,000000,237.4000000,2018530
MTSS,D,20160914,000000,235.5500000,1660370
MTSS,D,20160915,000000,230.2000000,4510040
MTSS,D,20160916,000000,232.0000000,3153210
MTSS,D,20160919,000000,231.0000000,1653660
MTSS,D,20160920,000000,230.5000000,1107730
MTSS,D,20160921,000000,233.0000000,2669570
MTSS,D,20160922,000000,234.8000000,2376600
MTSS,D,20160923,000000,231.8500000,2672110
MTSS,D,20160926,000000,230.7000000,2022530
MTSS,D,20160927,000000,229.9000000,2648690
MTSS,D,20160928,000000,229.8000000,2943930
MTSS,D,20160929,000000,230.0500000,1158450
MTSS,D,20160930,000000,227.5000000,3322980
MTSS,D,20161003,000000,229.4000000,2241820
MTSS,D,20161004,000000,229.0500000,2187110
MTSS,D,20161005,000000,228.4000000,2006800
MTSS,D,20161006,000000,230.8000000,2480580
MTSS,D,20161007,000000,230.3000000,2185500
MTSS,D,20161010,000000,232.5500000,2377800
MTSS,D,20161011,000000,231.9500000,2251820
MTSS,D,20161012,000000,232.4000000,4432750
MTSS,D,20161013,000000,221.7500000,4388580
MTSS,D,20161014,000000,219.4500000,2676320
MTSS,D,20161017,000000,219.4500000,1479640
MTSS,D,20161018,000000,220.1500000,1336780
MTSS,D,20161019,000000,218.8000000,1330920
MTSS,D,20161020,000000,218.8000000,1107530
MTSS,D,20161021,000000,217.6000000,1233300
MTSS,D,20161024,000000,217.3000000,2200400
MTSS,D,20161025,000000,217.4500000,1846410
MTSS,D,20161026,000000,217.2000000,857500
MTSS,D,20161027,000000,213.4000000,2687180
MTSS,D,20161028,000000,213.3000000,2626380
MTSS,D,20161031,000000,223.5000000,8776270
MTSS,D,20161101,000000,223.7000000,3328460
MTSS,D,20161102,000000,220.6000000,2231950
MTSS,D,20161103,000000,220.5000000,2346180
MTSS,D,20161107,000000,220.8000000,1155200
MTSS,D,20161108,000000,219.2000000,1232680
MTSS,D,20161109,000000,220.7000000,1829540
MTSS,D,20161110,000000,224.3000000,4985640
MTSS,D,20161111,000000,221.9000000,1510620
MTSS,D,20161114,000000,221.5500000,979310
MTSS,D,20161115,000000,220.2500000,1187870
MTSS,D,20161116,000000,221.6000000,1434100
MTSS,D,20161117,000000,220.8000000,1283680
MTSS,D,20161118,000000,220.5000000,1879430
MTSS,D,20161121,000000,224.4500000,2262770
MTSS,D,20161122,000000,223.5000000,3430530
MTSS,D,20161123,000000,225.7000000,2811800
MTSS,D,20161124,000000,228.2000000,2671350
MTSS,D,20161125,000000,227.5000000,2083700
MTSS,D,20161128,000000,229.3000000,852740
MTSS,D,20161129,000000,229.5500000,1666500
MTSS,D,20161130,000000,230.2500000,1521490
MTSS,D,20161201,000000,239.0000000,3994620
MTSS,D,20161202,000000,244.7000000,4303150
MTSS,D,20161205,000000,249.2500000,3101060
MTSS,D,20161206,000000,248.4500000,3183690
MTSS,D,20161207,000000,250.1000000,3791780
MTSS,D,20161208,000000,254.0000000,4070380
MTSS,D,20161209,000000,256.9500000,2795930
MTSS,D,20161212,000000,261.9000000,3544770
MTSS,D,20161213,000000,259.9500000,2193460
MTSS,D,20161214,000000,259.0000000,3550860
MTSS,D,20161215,000000,264.0000000,5228160
MTSS,D,20161216,000000,266.6000000,2339080
MTSS,D,20161219,000000,259.1500000,1089460
MTSS,D,20161220,000000,259.7000000,1069380
MTSS,D,20161221,000000,256.0000000,964310
MTSS,D,20161222,000000,252.8000000,1105830
MTSS,D,20161223,000000,250.0000000,1473810
MTSS,D,20161226,000000,248.9000000,553210
MTSS,D,20161227,000000,248.7000000,702410
MTSS,D,20161228,000000,250.0000000,1002580
MTSS,D,20161229,000000,253.8000000,1786960
MTSS,D,20161230,000000,259.0000000,1659140
MTSS,D,20170103,000000,262.6500000,1673650
MTSS,D,20170104,000000,259.3000000,1058450
MTSS,D,20170105,000000,260.5000000,1288930
MTSS,D,20170106,000000,257.0000000,914040
MTSS,D,20170109,000000,258.4000000,674530
MTSS,D,20170110,000000,255.7000000,1859090
MTSS,D,20170111,000000,257.1000000,1501820
MTSS,D,20170112,000000,257.9500000,3162330
MTSS,D,20170113,000000,262.9500000,2578360
MTSS,D,20170116,000000,263.3500000,606020
MTSS,D,20170117,000000,265.0000000,2776990
MTSS,D,20170118,000000,263.6000000,1790930
MTSS,D,20170119,000000,268.0000000,2492800
MTSS,D,20170120,000000,272.9000000,3913770
MTSS,D,20170123,000000,267.7000000,1680280
MTSS,D,20170124,000000,265.7000000,1243180
MTSS,D,20170125,000000,268.0000000,1072440
MTSS,D,20170126,000000,277.5000000,3539130
MTSS,D,20170127,000000,277.0500000,1472270
MTSS,D,20170130,000000,276.3500000,777060
MTSS,D,20170131,000000,275.7000000,939210
MTSS,D,20170201,000000,279.0000000,1691720
MTSS,D,20170202,000000,272.7000000,1220520
MTSS,D,20170203,000000,274.3500000,681350
MTSS,D,20170206,000000,271.9000000,1072570
MTSS,D,20170207,000000,275.9000000,1688870
MTSS,D,20170208,000000,271.1000000,949030
MTSS,D,20170209,000000,272.2000000,720930
MTSS,D,20170210,000000,272.1000000,641180
MTSS,D,20170213,000000,270.7500000,882700
MTSS,D,20170214,000000,267.6000000,757460
MTSS,D,20170215,000000,273.4500000,4278580
MTSS,D,20170216,000000,277.4500000,1538470
MTSS,D,20170217,000000,277.5000000,1389100
MTSS,D,20170220,000000,281.0000000,1808180
MTSS,D,20170221,000000,278.5500000,1926910
MTSS,D,20170222,000000,279.0000000,1253670
MTSS,D,20170224,000000,277.0500000,509850
MTSS,D,20170227,000000,274.3500000,921780
MTSS,D,20170228,000000,275.5000000,2402070
MTSS,D,20170301,000000,273.3000000,1145290
MTSS,D,20170302,000000,275.0000000,2278160
MTSS,D,20170303,000000,274.5500000,1215030
MTSS,D,20170306,000000,273.0000000,1301980
MTSS,D,20170307,000000,270.0000000,1437970
MTSS,D,20170309,000000,257.0000000,3069710
MTSS,D,20170310,000000,255.2000000,1526310
MTSS,D,20170313,000000,271.8000000,2852140
MTSS,D,20170314,000000,269.0000000,1457960
MTSS,D,20170315,000000,260.1000000,1741480
MTSS,D,20170316,000000,269.6000000,2763280
MTSS,D,20170317,000000,268.1500000,3223630
MTSS,D,20170320,000000,275.3500000,2968620
MTSS,D,20170321,000000,283.7500000,2607470
MTSS,D,20170322,000000,287.5000000,1718450
MTSS,D,20170323,000000,290.0000000,2765530
MTSS,D,20170324,000000,288.8500000,1204790
MTSS,D,20170327,000000,283.0000000,1537340
MTSS,D,20170328,000000,284.5000000,1016880
MTSS,D,20170329,000000,285.0500000,579030
MTSS,D,20170330,000000,280.2500000,713250
MTSS,D,20170331,000000,272.6000000,1160910
MTSS,D,20170403,000000,273.5500000,740870
MTSS,D,20170404,000000,279.1000000,1045770
MTSS,D,20170405,000000,278.9500000,757680
MTSS,D,20170406,000000,284.5500000,1034370
MTSS,D,20170407,000000,281.2500000,1210560
MTSS,D,20170410,000000,273.5000000,1098440
MTSS,D,20170411,000000,275.6000000,1058640
MTSS,D,20170412,000000,275.0000000,1703680
MTSS,D,20170413,000000,274.5000000,1940900
MTSS,D,20170414,000000,270.8000000,489310
MTSS,D,20170417,000000,272.2500000,307660
MTSS,D,20170418,000000,269.1000000,514920
MTSS,D,20170419,000000,268.1000000,977180
MTSS,D,20170420,000000,265.9000000,608020
MTSS,D,20170421,000000,266.5500000,606510
MTSS,D,20170424,000000,274.3500000,874830
MTSS,D,20170425,000000,277.3000000,1379090
MTSS,D,20170426,000000,277.6000000,1033360
MTSS,D,20170427,000000,274.4000000,699080
MTSS,D,20170428,000000,273.8500000,1187180
MTSS,D,20170502,000000,276.0000000,886820
MTSS,D,20170503,000000,247.3000000,11825010
MTSS,D,20170504,000000,246.5000000,8229480
MTSS,D,20170505,000000,256.0000000,3744590
MTSS,D,20170510,000000,256.0000000,4122080
MTSS,D,20170511,000000,253.1000000,2305880
MTSS,D,20170512,000000,250.9000000,1445600
MTSS,D,20170515,000000,246.5000000,2938140
MTSS,D,20170516,000000,241.4500000,5593750
MTSS,D,20170517,000000,243.7000000,2231880
MTSS,D,20170518,000000,244.2500000,2129270
MTSS,D,20170519,000000,242.4000000,1810640
MTSS,D,20170522,000000,243.6000000,1153900
MTSS,D,20170523,000000,246.4000000,1980750
MTSS,D,20170524,000000,243.0500000,1576920
MTSS,D,20170525,000000,242.0000000,972500
MTSS,D,20170526,000000,243.0500000,1423930
MTSS,D,20170529,000000,243.0000000,473520
MTSS,D,20170530,000000,246.0500000,2202210
MTSS,D,20170531,000000,236.5000000,4500190
MTSS,D,20170601,000000,241.0500000,1526930
MTSS,D,20170602,000000,248.8000000,4143640
MTSS,D,20170605,000000,248.7000000,1845180
MTSS,D,20170606,000000,248.0500000,2255390
MTSS,D,20170607,000000,250.0000000,1670310
MTSS,D,20170608,000000,249.0000000,964170
MTSS,D,20170609,000000,252.2500000,861880
MTSS,D,20170613,000000,249.6500000,1869760
MTSS,D,20170614,000000,245.0000000,1895380
MTSS,D,20170615,000000,240.7500000,5777700
MTSS,D,20170616,000000,238.5000000,1535670
